id_gen	symbol	log2FC_CRC_vs_Normal	adj-p-value_CRC_vs_Normal	vias_reactome	BP	MF	CC
ENSG00000187446	CHP1	-1.7802341731147662	1.2919479416761274e-22	Glycosaminoglycan metabolism, Hyaluronan uptake and degradation, Metabolism, Metabolism of carbohydrates, Hyaluronan metabolism	small GTPase mediated signal transduction, negative regulation of phosphatase activity, negative regulation of protein autophosphorylation, membrane fusion, negative regulation of protein import into nucleus, microtubule bundle formation, membrane organization, positive regulation of protein targeting to membrane, cytoplasmic microtubule organization, negative regulation of calcineurin-NFAT signaling cascade, negative regulation of protein phosphorylation, membrane docking, positive regulation of protein glycosylation, regulation of intracellular pH, negative regulation of protein kinase activity, negative regulation of NF-kappaB transcription factor activity, positive regulation of phospholipid biosynthetic process, positive regulation of sodium:proton antiporter activity, protein stabilization, sodium ion transmembrane transport, negative regulation of protein ubiquitination, cellular response to acidic pH, positive regulation of protein transport, protein export from nucleus, potassium ion transport	protein binding, kinase binding, calcium ion binding, protein kinase inhibitor activity, sodium:proton antiporter activity, calcium-dependent protein binding, potassium channel regulator activity, microtubule binding	extracellular exosome, endoplasmic reticulum-Golgi intermediate compartment, membrane raft, Golgi membrane, focal adhesion, endoplasmic reticulum, cytoplasm, transporter complex, microtubule cytoskeleton, plasma membrane, nucleus, transport vesicle
ENSG00000152217	SETBP1	-1.241967240694179	1.5762678334090363e-22		regulation of DNA-templated transcription, histone H3-K36 dimethylation, chromatin remodeling	histone H3K4 methyltransferase activity, protein binding, DNA binding	nucleoplasm, cytosol, nuclear body
ENSG00000158717	RNF166	-1.321194319848023	1.6662408031928264e-22		autophagy, protein polyubiquitination, ubiquitin-dependent protein catabolic process, innate immune response	protein binding, ubiquitin protein ligase activity, metal ion binding	
ENSG00000177189	RPS6KA3	0.9542086499671516	1.4618877943217787e-21	Post NMDA receptor activation events, MAP kinase activation, Cellular Senescence, G alpha (q) signalling events, Immune System, Cytokine Signaling in Immune system, CREB phosphorylation, Signaling by NTRK1 (TRKA), Toll-like Receptor Cascades, Cellular responses to stress, L1CAM interactions, Gastrin-CREB signalling pathway via PKC and MAPK, TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation, Toll Like Receptor TLR1:TLR2 Cascade, MyD88-independent TLR4 cascade , ERK/MAPK targets, Nuclear Events (kinase and transcription factor activation), Activation of NMDA receptors and postsynaptic events, Signaling by NTRKs, MyD88:MAL(TIRAP) cascade initiated on plasma membrane, Toll Like Receptor 3 (TLR3) Cascade, Toll Like Receptor 9 (TLR9) Cascade, Cellular responses to stimuli, Toll Like Receptor 10 (TLR10) Cascade, Signaling by GPCR, Transmission across Chemical Synapses, Toll Like Receptor 7/8 (TLR7/8) Cascade, MyD88 dependent cascade initiated on endosome, Toll Like Receptor 5 (TLR5) Cascade, Toll Like Receptor TLR6:TLR2 Cascade, Toll Like Receptor 4 (TLR4) Cascade, Signaling by Receptor Tyrosine Kinases, Recycling pathway of L1, Senescence-Associated Secretory Phenotype (SASP), Developmental Biology, MyD88 cascade initiated on plasma membrane, CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling, Signaling by Interleukins, Interleukin-17 signaling, Neurotransmitter receptors and postsynaptic signal transmission, RSK activation, TRIF(TICAM1)-mediated TLR4 signaling , Axon guidance, Signal Transduction, Neuronal System, Toll Like Receptor 2 (TLR2) Cascade, GPCR downstream signalling, MAPK targets/ Nuclear events mediated by MAP kinases, Nervous system development, Innate Immune System	response to lipopolysaccharide, skeletal system development, central nervous system development, toll-like receptor signaling pathway, regulation of translation in response to stress, positive regulation of cell growth, chemical synaptic transmission, negative regulation of cysteine-type endopeptidase activity involved in apoptotic process, regulation of DNA-templated transcription in response to stress, positive regulation of cell differentiation, signal transduction, peptidyl-serine phosphorylation, intracellular signal transduction, negative regulation of apoptotic process, positive regulation of transcription by RNA polymerase II, cell cycle	protein kinase activity, protein binding, magnesium ion binding, protein serine/threonine kinase activity, protein serine kinase activity, ribosomal protein S6 kinase activity, ATP binding, protein kinase binding, cysteine-type endopeptidase inhibitor activity involved in apoptotic process	synapse, nucleolus, cytosol, nucleoplasm, cytoplasm
ENSG00000141480	ARRB2	-1.5348309322027038	2.3682015282951515e-21	Signaling by RAS mutants, Beta-catenin independent WNT signaling, Clathrin-mediated endocytosis, Platelet activation, signaling and aggregation, Signaling by BRAF and RAF1 fusions, Post-translational protein modification, Disease, Diseases of signal transduction by growth factor receptors and second messengers, Deubiquitination, Thrombin signalling through proteinase activated receptors (PARs), Signaling by Hedgehog, Metabolism of proteins, Signaling by GPCR, Vesicle-mediated transport, WNT5A-dependent internalization of FZD4, Activated NOTCH1 Transmits Signal to the Nucleus, Ub-specific processing proteases, RAF/MAP kinase cascade, Signaling by NOTCH1, Cargo recognition for clathrin-mediated endocytosis, Paradoxical activation of RAF signaling by kinase inactive BRAF, Signaling by WNT, MAPK1/MAPK3 signaling, Signaling by high-kinase activity BRAF mutants, Signaling by RAF1 mutants, Signaling downstream of RAS mutants, Hedgehog 'on' state, Membrane Trafficking, Activation of SMO, Signaling by NOTCH, MAP2K and MAPK activation, MAPK family signaling cascades, Signal Transduction, Hemostasis, GPCR downstream signalling, Oncogenic MAPK signaling, PCP/CE pathway, Signaling by moderate kinase activity BRAF mutants, G alpha (s) signalling events	receptor internalization, positive regulation of protein kinase B signaling, negative regulation of interleukin-12 production, proteasome-mediated ubiquitin-dependent protein catabolic process, adult walking behavior, excitatory postsynaptic potential, negative regulation of protein phosphorylation, desensitization of G protein-coupled receptor signaling pathway by arrestin, transcription by RNA polymerase II, negative regulation of toll-like receptor signaling pathway, negative regulation of interleukin-1 beta production, protein transport, positive regulation of gene expression, protein ubiquitination, positive regulation of protein phosphorylation, negative regulation of I-kappaB kinase/NF-kappaB signaling, dopamine receptor signaling pathway, negative regulation of NF-kappaB transcription factor activity, negative regulation of natural killer cell mediated cytotoxicity, negative regulation of interleukin-6 production, negative regulation of tumor necrosis factor production, positive regulation of ERK1 and ERK2 cascade, postsynaptic signal transduction, positive regulation of cardiac muscle cell differentiation, cell chemotaxis, positive regulation of synaptic transmission, dopaminergic, transforming growth factor beta receptor signaling pathway, negative regulation of protein ubiquitination, positive regulation of receptor internalization, G protein-coupled receptor internalization, negative regulation of protein kinase B signaling	ubiquitin protein ligase binding, protein binding, protein kinase B binding, enzyme binding, G protein-coupled receptor binding, signaling receptor binding, angiotensin receptor binding, molecular adaptor activity	endocytic vesicle, postsynapse, clathrin-coated pit, cytosol, nucleoplasm, cytoplasm, glutamatergic synapse, plasma membrane, nucleus, cytoplasmic vesicle
ENSG00000162889	MAPKAPK2	2.7305767675187163	2.3682015282951515e-21	Signalling to RAS, MAP kinase activation, Cellular Senescence, Immune System, Cytokine Signaling in Immune system, CREB phosphorylation, Signaling by NTRK1 (TRKA), Toll-like Receptor Cascades, Cellular responses to stress, Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA, TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation, Toll Like Receptor TLR1:TLR2 Cascade, Metabolism, Arachidonic acid metabolism, MyD88-independent TLR4 cascade , Fatty acid metabolism, Nuclear Events (kinase and transcription factor activation), Signaling by NTRKs, Cellular response to heat stress, activated TAK1 mediates p38 MAPK activation, MyD88:MAL(TIRAP) cascade initiated on plasma membrane, VEGFA-VEGFR2 Pathway, Toll Like Receptor 3 (TLR3) Cascade, Toll Like Receptor 9 (TLR9) Cascade, Cellular responses to stimuli, Toll Like Receptor 10 (TLR10) Cascade, Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA, Regulation of HSF1-mediated heat shock response, Toll Like Receptor 7/8 (TLR7/8) Cascade, MyD88 dependent cascade initiated on endosome, Regulation of mRNA stability by proteins that bind AU-rich elements, Toll Like Receptor 5 (TLR5) Cascade, Synthesis of Leukotrienes (LT) and Eoxins (EX), Toll Like Receptor TLR6:TLR2 Cascade, Toll Like Receptor 4 (TLR4) Cascade, Signaling by Receptor Tyrosine Kinases, MyD88 cascade initiated on plasma membrane, p38MAPK events, Oxidative Stress Induced Senescence, Signaling by Interleukins, Regulation of TNFR1 signaling, Death Receptor Signaling, Signaling by VEGF, Signalling to ERKs, Interleukin-17 signaling, Metabolism of lipids, TNF signaling, TRIF(TICAM1)-mediated TLR4 signaling , Metabolism of RNA, Signal Transduction, Toll Like Receptor 2 (TLR2) Cascade, MAPK targets/ Nuclear events mediated by MAP kinases, Innate Immune System	DNA damage response, inflammatory response, regulation of tumor necrosis factor-mediated signaling pathway, MAPK cascade, regulation of interleukin-6 production, 3'-UTR-mediated mRNA stabilization, protein autophosphorylation, response to cytokine, regulation of cellular response to heat, cellular response to vascular endothelial growth factor stimulus, protein phosphorylation, inner ear development, leukotriene metabolic process, toll-like receptor signaling pathway, positive regulation of macrophage cytokine production, peptidyl-serine phosphorylation, intracellular signal transduction, response to lipopolysaccharide, positive regulation of tumor necrosis factor production, p38MAPK cascade, vascular endothelial growth factor receptor signaling pathway, regulation of mRNA stability, regulation of tumor necrosis factor production, macropinocytosis	protein kinase activity, calmodulin-dependent protein kinase activity, protein binding, protein serine/threonine kinase activity, protein serine kinase activity, calmodulin binding, ATP binding, calcium-dependent protein serine/threonine kinase activity, mitogen-activated protein kinase binding	extracellular exosome, cytosol, nucleoplasm, cytoplasm, centrosome, nucleus
ENSG00000168961	LGALS9	-1.3951583395702705	3.120903088385096e-21	Signaling by Interleukins, Interleukin-2 family signaling, Immune System, Cytokine Signaling in Immune system	positive regulation of interleukin-12 production, inflammatory response, positive regulation of NIK/NF-kappaB signaling, positive regulation of viral entry into host cell, negative regulation of CD4-positive, alpha-beta T cell proliferation, positive regulation of dendritic cell differentiation, response to interleukin-1, regulation of interleukin-4 production, positive regulation of activated T cell autonomous cell death, positive regulation of dendritic cell chemotaxis, toll-like receptor 4 signaling pathway, positive regulation of transforming growth factor beta production, negative regulation of chemokine production, mature conventional dendritic cell differentiation, negative regulation of type II interferon production, positive regulation of interleukin-1 beta production, positive regulation of interleukin-13 production, positive regulation of interleukin-10 production, chemotaxis, positive regulation of interleukin-4 production, positive regulation of dendritic cell apoptotic process, negative regulation of activated T cell proliferation, positive regulation of monocyte chemotactic protein-1 production, positive regulation of gene expression, positive regulation of interleukin-8 production, regulation of interleukin-5 production, negative regulation of gene expression, negative regulation of natural killer cell mediated cytotoxicity, negative regulation of mast cell degranulation, positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response, regulation of p38MAPK cascade, ERK1 and ERK2 cascade, positive regulation of NF-kappaB transcription factor activity, positive regulation of CD4-positive, alpha-beta T cell proliferation, negative regulation of tumor necrosis factor production, positive regulation of interleukin-6 production, toll-like receptor 2 signaling pathway, positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway, positive regulation of ERK1 and ERK2 cascade, response to lipopolysaccharide, maternal process involved in female pregnancy, positive regulation of tumor necrosis factor production, cellular response to type II interferon, positive regulation of I-kappaB kinase/NF-kappaB signaling, p38MAPK cascade, cellular response to virus, natural killer cell tolerance induction, female pregnancy, positive regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell, positive regulation of type II interferon production	carbohydrate binding, galactose binding, enzyme binding, disaccharide binding, galactoside binding	collagen-containing extracellular matrix, cytosol, extracellular space, cytoplasm, nucleus
ENSG00000115594	IL1R1	-1.0152310817806658	5.75548800554205e-21	Immune System, Cytokine Signaling in Immune system, Interleukin-1 family signaling, Interleukin-10 signaling, Interleukin-1 signaling, Potential therapeutics for SARS, SARS-CoV Infections, Signaling by Interleukins, Viral Infection Pathways, Infectious disease, Disease	immune response, inflammatory response, regulation of inflammatory response, response to interleukin-1, positive regulation of neutrophil extravasation, cell surface receptor signaling pathway, interleukin-1-mediated signaling pathway, positive regulation of interleukin-1-mediated signaling pathway, positive regulation of T-helper 1 cell cytokine production, positive regulation of type II interferon production	transmembrane signaling receptor activity, protein binding, interleukin-1 binding, NAD(P)+ nucleosidase activity, interleukin-1 receptor activity, protease binding, platelet-derived growth factor receptor binding, interleukin-1, type I, activating receptor activity, NAD+ nucleotidase, cyclic ADP-ribose generating	external side of plasma membrane, plasma membrane, membrane, extracellular region
ENSG00000167601	AXL	1.9632188441168363	6.917593995666545e-21	VEGFA-VEGFR2 Pathway, Signal Transduction, Signaling by VEGF, Signaling by Receptor Tyrosine Kinases	innate immune response, positive regulation of kinase activity, inflammatory response, animal organ regeneration, positive regulation of pinocytosis, positive regulation of viral life cycle, blood vessel remodeling, cell maturation, positive regulation of natural killer cell differentiation, transmembrane receptor protein tyrosine kinase signaling pathway, cellular response to extracellular stimulus, cellular response to interferon-alpha, response to axon injury, forebrain cell migration, substrate adhesion-dependent cell spreading, positive regulation of protein kinase B signaling, cell migration, viral entry into host cell, phagocytosis, negative regulation of type II interferon production, multicellular organism development, signal transduction, neuron migration, dendritic cell differentiation, protein phosphorylation, spermatogenesis, natural killer cell differentiation, platelet activation, vagina development, negative regulation of neuron apoptotic process, negative regulation of tumor necrosis factor production, negative regulation of apoptotic process, negative regulation of lymphocyte activation, cellular response to hydrogen peroxide, secretion by cell, ovulation cycle, positive regulation of cytokine-mediated signaling pathway, protein kinase B signaling, vascular endothelial growth factor receptor signaling pathway, cellular response to lipopolysaccharide, neutrophil clearance, neuron apoptotic process, establishment of localization in cell, negative regulation of dendritic cell apoptotic process, nervous system development, erythrocyte homeostasis, negative regulation of macrophage cytokine production	virus receptor activity, protein binding, phosphatidylserine binding, protein tyrosine kinase activity, transmembrane receptor protein tyrosine kinase activity, ATP binding, phosphatidylinositol 3-kinase binding, myosin heavy chain binding	extracellular exosome, receptor complex, extracellular space, intracellular membrane-bounded organelle, plasma membrane, actin cytoskeleton, cell surface
ENSG00000130203	APOE	-1.330036648940748	1.244047869745256e-20	Signaling by ERBB4, Amyloid fiber formation, Sensory Perception, Retinoid metabolism and transport, Plasma lipoprotein assembly, remodeling, and clearance, Metabolism, NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux, Post-translational protein modification, Chylomicron clearance, Plasma lipoprotein clearance, Chylomicron remodeling, Plasma lipoprotein remodeling, Gene expression (Transcription), Visual phototransduction, Metabolism of proteins, Vesicle-mediated transport, Metabolism of fat-soluble vitamins, Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors, Nuclear signaling by ERBB4, Signaling by Nuclear Receptors, Scavenging by Class A Receptors, Generic Transcription Pathway, Binding and Uptake of Ligands by Scavenger Receptors, Signaling by Receptor Tyrosine Kinases, Metabolism of vitamins and cofactors, Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs), RNA Polymerase II Transcription, Transport of small molecules, Signal Transduction, HDL remodeling, NR1H2 and NR1H3-mediated signaling, Post-translational protein phosphorylation, Chylomicron assembly, Plasma lipoprotein assembly	high-density lipoprotein particle clearance, vasodilation, G protein-coupled receptor signaling pathway, locomotory exploration behavior, positive regulation of dendritic spine maintenance, receptor-mediated endocytosis, positive regulation of amyloid fibril formation, negative regulation of long-term synaptic potentiation, positive regulation of endocytosis, regulation of amyloid-beta clearance, lipoprotein catabolic process, negative regulation of endothelial cell migration, positive regulation of phospholipid efflux, regulation of behavioral fear response, negative regulation of gene expression, negative regulation of amyloid fibril formation, cholesterol efflux, phospholipid efflux, negative regulation of neuron apoptotic process, positive regulation of heparan sulfate binding, intermediate-density lipoprotein particle clearance, response to reactive oxygen species, positive regulation of neuron projection development, negative regulation of cholesterol biosynthetic process, synaptic transmission, cholinergic, negative regulation of blood vessel endothelial cell migration, cholesterol metabolic process, AMPA glutamate receptor clustering, long-term memory, artery morphogenesis, triglyceride-rich lipoprotein particle clearance, response to caloric restriction, cytoskeleton organization, reverse cholesterol transport, melanosome organization, cholesterol homeostasis, negative regulation of inflammatory response, positive regulation of cholesterol efflux, intracellular calcium ion homeostasis, intracellular transport, regulation of Cdc42 protein signal transduction, negative regulation of triglyceride metabolic process, high-density lipoprotein particle remodeling, high-density lipoprotein particle assembly, lipoprotein biosynthetic process, cGMP-mediated signaling, negative regulation of blood coagulation, regulation of amyloid precursor protein catabolic process, positive regulation of dendritic spine development, negative regulation of MAP kinase activity, positive regulation of DNA-templated transcription, triglyceride metabolic process, amyloid precursor protein metabolic process, regulation of axon extension, positive regulation of nitric-oxide synthase activity, positive regulation of lipid biosynthetic process, intermembrane lipid transfer, regulation of protein-containing complex assembly, positive regulation of amyloid-beta clearance, protein import, lipid transport involved in lipid storage, regulation of amyloid fibril formation, NMDA glutamate receptor clustering, fatty acid homeostasis, positive regulation of low-density lipoprotein particle receptor catabolic process, neuron projection development, maintenance of location in cell, very-low-density lipoprotein particle clearance, very-low-density lipoprotein particle remodeling, cellular oxidant detoxification, negative regulation of smooth muscle cell proliferation, positive regulation of CoA-transferase activity, long-chain fatty acid transport, positive regulation of cholesterol metabolic process, low-density lipoprotein particle remodeling, cholesterol catabolic process, nitric oxide mediated signal transduction, response to dietary excess, regulation of cellular response to very-low-density lipoprotein particle stimulus, positive regulation by host of viral process, negative regulation of neuron projection development, regulation of neuronal synaptic plasticity, regulation of proteasomal protein catabolic process, negative regulation of amyloid-beta formation, positive regulation of heparan sulfate proteoglycan binding, negative regulation of platelet activation, triglyceride homeostasis, negative regulation of canonical Wnt signaling pathway, positive regulation of lipid transport across blood-brain barrier, negative regulation of protein secretion, positive regulation of membrane protein ectodomain proteolysis, positive regulation of ERK1 and ERK2 cascade, negative regulation of endothelial cell proliferation, chylomicron remnant clearance, virion assembly, regulation of protein metabolic process, regulation of innate immune response, regulation of cholesterol metabolic process, negative regulation of protein metabolic process, gene expression	heparan sulfate proteoglycan binding, identical protein binding, heparin binding, antioxidant activity, lipid transporter activity, tau protein binding, enzyme binding, signaling receptor binding, amyloid-beta binding, protein-containing complex binding, protein binding, protein dimerization activity, structural molecule activity, very-low-density lipoprotein particle receptor binding, low-density lipoprotein particle receptor binding, metal chelating activity, protein homodimerization activity, phospholipid binding, lipoprotein particle binding, phosphatidylcholine-sterol O-acyltransferase activator activity, cholesterol transfer activity, lipid binding	collagen-containing extracellular matrix, extracellular region, early endosome, extracellular matrix, nucleus, dendrite, melanosome, chylomicron, endoplasmic reticulum lumen, Golgi apparatus, low-density lipoprotein particle, neuronal cell body, blood microparticle, intermediate-density lipoprotein particle, discoidal high-density lipoprotein particle, extracellular space, cytoplasm, membrane, plasma membrane, lipoprotein particle, extracellular exosome, extracellular vesicle, clathrin-coated endocytic vesicle membrane, multivesicular body, internal vesicle, very-low-density lipoprotein particle, endoplasmic reticulum, endocytic vesicle lumen, high-density lipoprotein particle, glutamatergic synapse, synaptic cleft
ENSG00000280087		-1.330036648940748	1.244047869745256e-20				
ENSG00000245498	MSANTD2-AS1	1.2748587237848206	3.144386691801699e-20				
ENSG00000106399	RPA3	-1.5756219843099797	4.0310420773243343e-20	Termination of translesion DNA synthesis, Dual Incision in GG-NER, Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template, Telomere C-strand (Lagging Strand) Synthesis, Cellular responses to stress, G1/S Transition, Meiotic recombination, Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta), DNA Repair, Impaired BRCA2 binding to RAD51, Cell Cycle, Mitotic, Processing of DNA double-strand break ends, Cellular response to heat stress, G2/M Checkpoints, Extension of Telomeres, Disease, HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA), DNA Damage Bypass, Defective homologous recombination repair (HRR) due to BRCA2 loss of function, Dual incision in TC-NER, Processive synthesis on the C-strand of the telomere, Gene expression (Transcription), Presynaptic phase of homologous DNA pairing and strand exchange, Regulation of TP53 Activity through Phosphorylation, Cellular responses to stimuli, Regulation of HSF1-mediated heat shock response, Resolution of Abasic Sites (AP sites), Diseases of DNA repair, Resolution of AP sites via the multiple-nucleotide patch replacement pathway, Base Excision Repair, Meiosis, HSF1 activation, Transcription-Coupled Nucleotide Excision Repair (TC-NER), Activation of the pre-replicative complex, S Phase, Cell Cycle Checkpoints, Mitotic G1 phase and G1/S transition, Processive synthesis on the lagging strand, Generic Transcription Pathway, Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha), Cell Cycle, Translesion synthesis by POLI, HDR through Homologous Recombination (HRR), Mismatch Repair, Removal of the Flap Intermediate, Lagging Strand Synthesis, Chromosome Maintenance, Homologous DNA Pairing and Strand Exchange, RNA Polymerase II Transcription, Synthesis of DNA, PCNA-Dependent Long Patch Base Excision Repair, Fanconi Anemia Pathway, DNA Double-Strand Break Repair, Telomere Maintenance, Transcriptional Regulation by TP53, Global Genome Nucleotide Excision Repair (GG-NER), DNA strand elongation, Recognition of DNA damage by PCNA-containing replication complex, HDR through Single Strand Annealing (SSA), Reproduction, Nucleotide Excision Repair, Regulation of TP53 Activity, Homology Directed Repair, DNA Replication Pre-Initiation, Removal of the Flap Intermediate from the C-strand, Formation of Incision Complex in GG-NER, Translesion synthesis by POLK, Diseases of DNA Double-Strand Break Repair, G2/M DNA damage checkpoint, Translesion synthesis by REV1, DNA Replication, Translesion Synthesis by POLH, Gap-filling DNA repair synthesis and ligation in GG-NER, Gap-filling DNA repair synthesis and ligation in TC-NER, Activation of ATR in response to replication stress	nucleotide-excision repair, regulation of mitotic cell cycle, double-strand break repair via homologous recombination, base-excision repair, mismatch repair, DNA replication, DNA repair, regulation of cell population proliferation, telomere maintenance	protein binding, single-stranded DNA binding, damaged DNA binding	nucleoplasm, site of double-strand break, DNA replication factor A complex
